VISDATA
129
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 30  90 98 104 85 89 87 102 107 97 106 95 96 60 59 41 109 57 42 34 33 31 78 118 120 119 28 65 67 76 64 
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 30  45 75 20 74 90 98 104 102 97 107 87 95 85 70 106 89 64 96 62 63 65 44 118 67 59 57 109 120 72 60 
29 0
30 0
31 30  45 20 75 74 90 98 104 102 97 70 85 87 107 95 106 89 44 62 64 96 63 46 65 118 109 120 57 59 67 76 
32 0
33 30  20 45 75 74 90 102 98 97 70 95 44 104 85 107 87 106 62 63 89 96 64 46 118 109 120 65 76 57 59 67 
34 30  20 45 75 74 102 90 97 98 95 107 44 106 70 104 85 87 89 62 63 96 46 64 118 109 120 65 76 57 67 59 
35 0
36 0
37 0
38 0
39 30  90 98 104 85 45 87 89 102 107 97 75 106 20 95 74 64 70 65 67 96 62 60 59 72 63 57 118 109 120 44 
40 0
41 30  20 45 75 74 44 102 97 107 98 90 106 95 70 63 46 62 104 89 85 87 67 96 118 64 109 65 120 72 59 76 
42 30  20 45 75 74 102 44 90 98 97 107 95 106 70 63 104 62 89 87 85 96 46 118 109 64 120 67 65 76 72 59 
43 0
44 30  90 98 104 107 106 85 102 89 87 97 95 96 60 59 109 57 78 118 67 65 120 72 41 64 42 119 34 33 70 31 
45 30  90 98 104 107 85 106 89 102 87 97 95 96 109 34 31 33 42 41 118 60 120 28 59 119 57 78 39 76 124 67 
46 30  107 106 90 102 98 97 104 95 85 89 87 96 60 109 59 118 78 67 120 57 65 72 64 119 41 34 42 33 31 70 
47 0
48 0
49 0
50 0
51 0
52 0
53 0
54 0
55 0
56 0
57 30  20 44 75 45 74 46 39 63 28 62 107 106 31 70 102 64 97 34 33 95 41 65 89 90 42 85 98 87 104 96 
58 0
59 30  20 44 75 45 74 46 39 63 28 62 107 106 70 31 64 102 41 97 89 34 85 42 65 33 90 95 87 98 96 104 
60 30  20 44 75 45 74 46 63 39 62 70 28 64 107 106 65 102 41 31 89 85 97 42 87 90 67 95 98 96 104 34 
61 0
62 30  90 107 85 106 102 98 89 104 87 97 95 96 109 28 39 34 33 31 42 118 41 120 60 44 78 59 20 57 119 46 
63 30  90 107 98 106 85 89 102 104 87 97 95 96 109 42 28 34 60 41 118 33 120 31 78 39 59 57 44 76 20 119 
64 30  107 106 85 90 89 98 102 87 104 97 95 96 109 44 20 39 28 31 46 75 34 33 118 120 41 42 45 60 78 57 
65 30  107 106 85 89 90 102 98 87 104 97 95 96 44 20 109 39 75 46 28 118 120 45 31 34 119 41 33 74 42 124 
66 0
67 30  107 106 85 89 102 90 98 87 97 104 95 96 44 20 109 46 75 39 120 118 45 28 41 119 42 74 124 31 34 99 
68 0
69 0
70 30  90 85 107 89 106 98 102 87 104 97 95 96 109 28 34 39 31 33 42 44 41 20 118 120 46 75 60 119 78 59 
71 0
72 30  107 106 102 89 85 90 98 87 97 104 95 44 96 20 46 75 109 39 28 45 120 118 41 74 31 42 119 34 124 33 
73 0
74 30  90 98 107 106 104 85 102 89 87 97 95 96 109 34 31 60 33 28 118 59 120 42 78 41 57 39 119 76 99 67 
75 30  90 98 104 85 89 87 102 107 97 106 95 96 109 60 59 34 41 31 42 33 118 57 120 78 28 119 39 65 76 67 
76 30  20 75 44 45 107 74 106 102 97 90 28 95 98 46 63 34 31 85 89 33 42 104 62 39 87 41 70 64 96 65 
77 0
78 30  20 44 75 45 74 46 63 62 70 64 39 65 107 106 67 102 89 85 97 87 95 90 98 96 41 104 72 42 109 99 
79 0
80 0
81 0
82 0
83 0
84 0
85 30  20 75 45 74 44 63 62 70 64 46 65 67 72 39 28 31 34 33 42 41 76 59 57 99 60 78 107 106 102 119 
86 0
87 30  20 75 45 74 44 63 62 70 64 46 65 67 72 39 28 31 34 33 42 41 76 59 57 99 60 78 107 106 119 102 
88 0
89 30  20 75 45 74 44 63 62 70 64 46 65 67 72 39 28 31 34 33 42 41 76 59 57 99 60 78 107 106 102 119 
